中宇,	1535
Year,最高價,日期,最低價,日期,收盤平均價
2001,12.35,9/26,8.80,11/02,10.03
2002,18.20,5/02,7.90,10/14,11.24
2003,11.40,2/06,8.10,4/30,8.92
2004,11.20,2/12,8.50,3/26,9.37
2005,13.40,9/07,8.90,1/24,10.66
2006,25.00,11/01,11.05,2/22,16.49
2007,52.30,7/26,22.00,3/06,36.14
2008,55.00,6/11,26.65,12/25,39.98
2009,52.50,6/08,28.40,1/09,39.62
2010,53.50,4/29,40.80,2/06,48.05
2011,73.50,5/10,48.00,1/04,57.16
2012,69.80,7/06,53.30,1/02,63.17
2013,93.70,3/07,66.10,1/02,78.36
2014,79.90,1/02,57.90,10/16,71.84
2015,78.50,4/07,52.00,8/25,66.14
2016,62.70,3/01,40.80,12/01,50.35
2017,49.90,1/09,38.70,8/16,43.40
