威健,	3033
Year,最高價,日期,最低價,日期,收盤平均價
2002,35.10,8/27,20.20,12/20,26.91
2003,26.70,7/16,18.70,3/11,22.37
2004,26.80,4/22,17.30,12/06,20.84
2005,19.00,4/06,13.15,8/25,16.23
2006,23.20,12/15,16.40,1/23,18.98
2007,30.20,7/31,16.95,12/18,22.79
2008,21.35,4/28,6.57,12/29,14.69
2009,21.40,12/31,6.50,1/21,13.89
2010,28.85,12/23,17.50,2/06,22.71
2011,28.30,7/04,19.10,12/19,24.95
2012,26.00,4/17,19.60,1/02,22.77
2013,23.35,12/23,20.35,8/13,21.32
2014,26.40,7/15,22.30,12/01,24.07
2015,24.50,3/25,15.45,8/24,21.30
2016,20.65,3/21,16.70,11/18,18.51
2017,20.40,12/08,16.40,8/21,17.45
2018,24.65,2/26,18.40,12/11,21.15
