川湖,	2059
Year,最高價,日期,最低價,日期,收盤平均價
2008,193.00,6/25,71.00,11/21,130.41
2009,197.50,7/31,81.50,1/12,137.63
2010,201.50,3/26,138.00,10/27,165.52
2011,161.50,2/10,92.30,8/23,132.53
2012,188.50,3/20,135.50,1/16,168.15
2013,351.50,12/19,180.00,1/04,246.33
2014,487.00,7/04,310.50,1/14,386.10
2015,516.00,3/04,330.00,7/28,432.22
2016,442.00,2/03,331.00,5/13,383.90
2017,477.00,5/05,368.00,8/09,416.89
