達欣工,	2535
Year,最高價,日期,最低價,日期,收盤平均價
2000,13.90,2/21,4.88,11/27,8.10
2001,8.70,2/20,4.59,9/14,6.03
2002,11.40,5/10,3.70,10/09,5.80
2003,8.30,10/22,4.14,5/22,6.22
2004,15.50,10/05,7.00,8/18,10.88
2005,12.95,1/03,6.00,10/28,8.57
2006,15.80,12/05,7.20,1/23,9.88
2007,18.00,7/20,11.20,3/19,13.65
2008,30.30,5/26,8.75,10/28,17.25
2009,28.00,5/27,9.78,3/03,19.27
2010,24.25,1/11,16.05,5/25,18.35
2011,21.40,1/06,14.75,8/09,17.93
2012,20.50,3/23,16.40,1/16,18.57
2013,31.10,6/26,19.95,1/17,25.91
2014,29.40,4/07,19.85,12/22,24.75
2015,20.90,4/09,12.00,8/25,17.25
2016,20.95,11/30,13.55,1/19,16.86
2017,21.10,3/27,16.95,8/14,18.65
2018,27.50,6/05,17.45,2/09,21.06
2019,22.45,7/08,19.00,8/06,20.70
