東泥,	1110
Year,最高價,日期,最低價,日期,收盤平均價
2000,13.45,2/18,4.60,11/22,8.12
2001,6.60,2/21,4.31,5/18,5.07
2002,7.80,12/24,4.65,9/09,5.69
2003,9.20,1/09,5.30,3/12,7.11
2004,13.15,3/16,7.15,8/18,9.10
2005,9.35,1/03,5.22,10/31,6.84
2006,13.30,12/25,5.91,3/17,7.32
2007,15.45,7/18,9.30,3/05,11.64
2008,19.50,4/18,6.19,10/27,11.43
2009,13.40,6/02,7.40,3/03,10.60
2010,13.80,10/11,9.75,2/08,11.87
2011,14.80,3/30,9.45,12/20,11.70
2012,14.70,9/24,9.50,1/09,12.16
2013,17.65,12/31,13.10,2/21,15.15
2014,17.80,1/02,13.90,10/24,16.24
2015,18.00,5/18,12.10,8/24,15.38
2016,16.55,11/11,13.40,1/21,15.11
2017,17.20,3/08,13.90,12/26,15.29
