聲寶,	1604
Year,最高價,日期,最低價,日期,收盤平均價
2000,27.50,2/18,10.40,11/21,17.51
2001,17.50,2/09,6.20,9/24,10.58
2002,18.30,4/23,8.30,1/02,13.39
2003,17.40,11/07,10.25,5/02,13.50
2004,16.60,2/10,6.30,12/13,10.56
2005,8.00,3/04,3.62,10/20,5.72
2006,8.89,12/05,3.15,9/15,4.70
2007,9.27,7/19,5.79,5/03,6.99
2008,8.62,4/30,3.00,11/17,5.51
2009,7.30,4/14,3.20,3/03,5.12
2010,9.10,12/29,4.03,5/25,5.74
2011,12.35,5/06,7.00,9/26,9.28
2012,10.70,9/21,7.70,4/24,9.25
2013,12.35,12/19,9.29,8/12,10.24
2014,13.70,8/26,11.20,4/28,12.30
2015,14.00,4/17,11.00,8/24,12.82
2016,20.50,10/25,10.90,1/15,15.32
2017,20.00,3/21,12.55,12/15,16.41
