華容,	5328
Year,最高價,日期,最低價,日期,收盤平均價
2000,39.60,04/11,4.96,12/26,19.59
2001,16.70,03/30,4.50,10/08,9.08
2002,27.50,04/25,7.20,09/05,12.99
2003,14.40,07/14,6.95,04/30,10.51
2004,13.10,02/20,3.13,12/27,7.40
2005,6.31,12/26,3.05,02/15,4.42
2006,7.35,01/06,4.21,09/15,5.35
2007,15.50,07/11,5.06,01/16,9.70
2008,9.70,01/02,2.37,10/29,5.47
2009,11.25,12/31,2.10,01/21,8.11
2010,14.60,05/18,7.80,02/06,12.15
2011,12.30,01/20,5.60,12/20,9.76
2012,8.48,10/08,6.01,06/04,7.41
2013,8.90,06/07,6.67,08/02,8.48
2014,9.85,02/13,6.29,12/01,8.52
2015,8.22,02/06,3.71,08/24,6.56
2016,7.30,09/01,4.39,01/18,6.25
2017,11.70,10/31,6.64,01/03,9.55
