新潤,	6186
Year,最高價,日期,最低價,日期,收盤平均價
2002,28.50,08/26,14.90,12/16,19.28
2003,23.70,07/14,9.75,05/21,15.17
2004,19.70,02/06,6.90,09/22,13.04
2005,14.50,07/26,6.51,04/29,10.26
2006,23.95,05/23,13.20,01/02,18.03
2007,41.60,07/13,13.55,12/18,26.23
2008,24.60,03/05,1.41,11/26,10.89
2009,32.70,12/28,1.85,03/10,15.96
2010,31.15,01/05,14.20,11/09,22.98
2011,22.00,07/29,12.20,06/23,17.13
2012,25.85,12/21,13.40,01/16,18.74
2013,42.30,05/17,24.50,01/15,33.83
2014,41.00,01/10,25.25,10/09,31.60
2015,31.45,04/07,20.15,08/25,24.89
2016,26.90,03/28,18.90,02/25,23.39
2017,24.85,03/24,14.80,12/26,22.08
