和大,	1536
Year,最高價,日期,最低價,日期,收盤平均價
2001,10.10,12/27,6.40,11/09,7.69
2002,25.00,12/20,8.80,1/23,16.49
2003,26.00,3/06,18.30,5/02,21.52
2004,26.30,2/17,15.60,8/10,21.64
2005,38.00,9/12,21.00,1/28,32.07
2006,54.50,11/24,36.60,1/02,44.99
2007,52.00,7/12,35.00,12/18,45.19
2008,39.80,3/24,9.90,12/22,29.32
2009,14.25,4/08,7.71,1/21,10.39
2010,17.70,4/12,12.45,6/30,14.81
2011,16.90,1/06,9.80,12/19,13.72
2012,19.75,9/17,10.20,1/03,16.06
2013,58.70,10/02,17.40,1/02,33.01
2014,62.50,10/06,43.65,1/07,52.53
2015,133.50,12/07,54.30,1/19,90.60
2016,173.50,4/27,104.50,1/18,140.11
2017,156.00,10/12,121.00,1/18,137.64
2018,157.50,6/07,114.00,10/11,131.21
