虹光,	2380
Year,最高價,日期,最低價,日期,收盤平均價
2000,220.00,4/06,45.90,10/19,113.27
2001,111.00,4/24,31.90,10/03,65.89
2002,54.50,1/11,19.80,12/31,35.45
2003,31.60,7/21,18.20,5/02,24.50
2004,32.50,2/23,16.80,7/20,23.13
2005,33.10,8/11,15.20,5/17,21.80
2006,31.50,1/05,18.55,9/14,24.00
2007,25.50,4/02,16.50,8/17,21.23
2008,19.50,1/24,6.26,11/21,13.92
2009,16.85,12/17,6.61,1/20,10.99
2010,25.25,6/01,12.50,2/06,17.46
2011,25.70,3/09,9.60,11/24,16.49
2012,14.55,3/03,7.20,11/05,10.05
2013,12.60,11/04,7.75,8/23,8.74
2014,12.70,7/17,7.50,10/27,9.97
2015,10.20,1/12,6.08,8/24,8.04
2016,8.00,1/04,6.40,11/09,7.00
2017,7.90,3/02,6.38,8/21,6.85
2018,7.70,3/08,3.88,10/31,5.98
