豪勉,	6218
Year,最高價,日期,最低價,日期,收盤平均價
2003,28.90,12/30,17.30,10/01,20.24
2004,39.10,02/23,23.40,08/04,30.36
2005,29.50,03/10,14.70,10/28,22.55
2006,43.60,09/05,17.20,03/29,30.58
2007,47.00,01/03,19.60,12/21,34.94
2008,32.35,05/05,15.00,11/26,22.23
2009,27.90,10/19,16.15,01/21,22.23
2010,33.70,12/24,20.00,02/06,27.28
2011,51.10,06/07,24.80,12/20,39.50
2012,36.25,03/20,18.80,11/22,28.83
2013,25.35,10/30,18.80,08/28,22.70
2014,25.70,01/20,20.00,08/11,22.72
2015,25.60,03/26,14.55,08/24,21.65
2016,26.50,07/19,15.50,01/07,20.65
2017,24.20,06/12,17.00,08/14,20.52
