安國,	8054
Year,最高價,日期,最低價,日期,收盤平均價
2004,33.00,11/08,30.30,11/10,31.27
2005,86.70,12/29,30.60,01/03,56.32
2006,123.50,05/19,75.00,06/21,97.57
2007,287.00,07/10,88.40,12/21,167.25
2008,112.00,05/16,27.10,12/05,65.05
2009,74.00,05/25,31.10,01/09,56.80
2010,71.50,01/04,47.25,05/25,58.46
2011,65.00,01/13,33.35,08/09,51.79
2012,59.50,05/03,30.50,11/21,49.00
2013,38.75,02/27,25.00,08/22,32.45
2014,44.30,06/05,23.05,10/16,37.18
2015,30.30,03/16,18.30,08/25,24.76
2016,23.15,08/22,17.25,05/20,19.89
2017,24.25,11/01,17.70,08/11,20.76
