儒鴻,	1476
Year,最高價,日期,最低價,日期,收盤平均價
2001,16.90,4/20,7.55,11/08,10.50
2002,13.35,3/26,8.15,1/17,10.39
2003,19.90,7/28,10.00,3/12,12.53
2004,18.60,4/06,13.30,3/23,15.73
2005,19.75,6/27,15.05,9/19,16.85
2006,19.50,12/26,13.10,8/21,15.23
2007,26.50,7/18,15.80,12/24,20.63
2008,18.20,4/30,8.00,10/27,13.25
2009,21.80,10/23,9.22,1/16,15.67
2010,48.90,10/08,18.70,5/27,28.34
2011,53.90,7/22,30.70,2/11,42.85
2012,107.00,12/28,45.05,1/02,74.33
2013,390.50,11/25,104.00,1/03,228.26
2014,407.00,3/12,212.50,8/21,313.72
2015,549.00,9/18,297.00,1/07,433.50
2016,483.50,2/01,278.00,6/27,364.94
2017,401.00,8/09,263.00,11/27,330.45
2018,425.00,9/25,263.50,2/06,352.10
2019,458.50,4/25,336.00,1/24,396.87
