凱崴,	5498
Year,最高價,日期,最低價,日期,收盤平均價
2001,91.50,04/20,9.85,10/19,29.74
2002,29.70,03/08,9.25,12/18,17.54
2003,19.70,11/24,9.10,05/19,12.22
2004,20.80,02/18,10.30,08/18,14.71
2005,21.10,12/30,10.70,01/14,14.68
2006,21.55,04/20,12.75,07/24,16.15
2007,23.60,03/13,8.01,12/21,15.58
2008,10.50,01/02,1.87,11/26,6.22
2009,10.70,12/29,1.79,02/03,5.79
2010,10.40,01/20,7.50,02/06,9.10
2011,14.05,03/09,8.66,02/14,11.78
2012,13.90,02/17,8.21,11/01,11.13
2013,10.25,04/12,5.83,11/25,8.66
2014,8.73,03/18,6.77,11/19,7.71
2015,13.40,03/27,5.94,08/25,10.28
2016,12.05,12/14,6.84,06/16,9.89
2017,13.85,10/18,9.34,03/15,11.47
