茂訊,	3213
Year,最高價,日期,最低價,日期,收盤平均價
2004,27.60,10/07,20.10,11/08,22.97
2005,93.60,12/30,24.80,01/05,57.88
2006,122.00,04/18,89.00,06/21,104.74
2007,222.00,07/25,91.10,05/18,124.90
2008,120.00,01/02,32.20,11/18,79.26
2009,108.00,07/23,39.55,02/02,78.30
2010,94.00,01/04,62.00,09/01,78.09
2011,73.30,06/08,47.00,09/26,61.90
2012,63.90,03/03,28.50,11/14,48.89
2013,41.70,12/18,31.50,01/17,35.68
2014,55.60,03/18,37.00,10/30,45.83
2015,55.80,06/02,33.40,07/28,46.84
2016,43.00,01/04,33.05,07/18,37.26
2017,62.80,08/21,38.20,01/03,53.49
