大億金茂,	8107
Year,最高價,日期,最低價,日期,收盤平均價
2005,37.85,12/30,26.10,11/23,32.29
2006,51.80,03/17,21.20,09/14,31.62
2007,51.00,08/02,18.60,03/05,30.39
2008,37.80,05/21,10.00,11/25,22.68
2009,22.90,12/16,12.25,01/10,17.85
2010,24.70,05/17,16.70,02/06,21.32
2011,18.20,01/27,5.91,12/20,13.51
2012,11.50,12/10,6.71,01/16,9.60
2013,12.15,02/01,7.28,06/24,10.30
2014,24.25,12/29,9.33,01/03,14.02
2015,25.25,04/07,13.20,07/29,20.53
2016,27.30,04/18,17.70,01/07,23.87
2017,52.50,11/06,22.00,01/16,34.18
