台灣大,	3045
Year,最高價,日期,最低價,日期,收盤平均價
2002,39.00,9/17,26.20,11/29,30.92
2003,32.20,10/17,22.40,5/02,26.53
2004,35.60,12/30,28.00,3/23,32.54
2005,36.00,1/03,26.20,10/20,31.13
2006,33.85,11/09,28.00,1/24,31.10
2007,45.80,11/27,31.65,3/01,38.22
2008,60.50,4/02,40.05,11/06,52.49
2009,62.50,12/31,44.25,2/05,53.44
2010,70.00,12/31,58.50,4/23,63.22
2011,98.30,11/17,65.20,2/18,78.18
2012,115.50,10/09,86.30,2/02,98.26
2013,121.50,5/16,87.20,10/22,104.50
2014,104.50,12/31,85.00,2/05,94.78
2015,113.00,1/13,95.00,8/24,103.88
2016,116.50,8/15,96.40,1/20,107.91
2017,116.50,6/28,102.00,2/03,109.06
2018,112.00,7/09,104.50,7/20,108.42
