裕豐,	1438
Year,最高價,日期,最低價,日期,收盤平均價
2000,27.70,2/21,2.11,11/23,9.51
2001,4.68,2/22,0.75,12/07,2.64
2002,2.20,5/16,0.78,11/08,1.34
2003,1.65,5/12,0.81,7/10,1.14
2004,4.40,4/15,0.74,12/17,2.35
2005,2.17,11/02,0.82,2/01,1.37
2006,1.94,12/25,0.40,5/23,0.94
2007,2.91,1/16,1.20,11/14,1.94
2008,3.28,6/04,0.92,12/26,1.96
2009,2.14,11/09,0.70,3/12,1.16
2010,3.65,12/22,1.40,1/07,2.26
2011,4.32,5/11,1.71,12/23,2.71
2012,3.45,11/30,1.69,1/18,2.38
2013,6.24,11/15,3.00,1/09,4.65
2014,7.66,3/17,4.99,3/06,6.24
2015,7.00,4/01,4.05,8/24,5.49
2016,4.95,3/01,3.43,11/24,4.15
2017,5.47,2/06,4.00,1/05,4.95
2018,8.60,6/28,4.75,2/06,7.05
2019,14.50,7/10,7.25,1/24,11.32
