高林,	2906
Year,最高價,日期,最低價,日期,收盤平均價
2000,15.40,2/21,4.81,11/21,8.63
2001,7.70,12/17,5.10,1/02,6.49
2002,10.80,4/25,7.05,1/17,8.62
2003,10.80,1/22,8.50,4/28,9.28
2004,14.30,2/09,9.65,1/02,10.97
2005,11.65,6/27,8.90,10/24,10.31
2006,11.10,12/29,9.07,8/01,9.98
2007,14.40,7/19,9.70,3/05,11.39
2008,13.50,5/16,6.66,10/13,10.58
2009,11.35,12/30,6.50,3/04,8.19
2010,16.45,4/30,10.05,2/05,13.45
2011,18.70,8/04,12.80,12/19,14.40
2012,15.80,3/28,10.25,11/22,13.10
2013,11.90,6/19,10.50,9/11,11.22
2014,15.50,11/17,10.65,7/08,12.13
2015,15.55,1/15,11.30,12/15,13.44
2016,12.50,1/05,10.30,12/22,11.28
2017,13.30,3/10,10.35,1/03,11.45
2018,12.85,6/25,9.20,10/30,10.55
2019,12.40,8/15,9.38,1/02,10.88
