閎暉,	3311
Year,最高價,日期,最低價,日期,收盤平均價
2004,94.50,3/10,58.50,7/19,76.17
2005,149.50,7/20,67.50,1/11,111.48
2006,256.00,5/18,121.50,12/05,172.89
2007,177.00,6/28,100.00,12/18,144.14
2008,126.50,1/02,36.30,12/08,83.57
2009,119.00,12/16,39.50,1/06,75.17
2010,121.00,4/07,78.30,7/02,97.22
2011,91.50,1/25,61.60,8/23,75.94
2012,84.90,2/23,42.00,11/01,62.18
2013,59.00,1/29,32.20,11/21,46.32
2014,43.40,4/24,14.25,12/01,30.36
2015,28.35,4/07,13.20,8/25,20.75
2016,20.10,3/02,13.60,5/16,16.18
2017,23.20,9/07,14.80,5/18,17.95
