三陽工業,	2206
Year,最高價,日期,最低價,日期,收盤平均價
2000,26.80,2/15,9.60,11/20,16.76
2001,12.60,1/02,4.50,11/06,7.41
2002,10.70,11/21,4.50,1/14,5.83
2003,9.40,1/17,4.98,4/28,6.71
2004,15.80,4/28,7.55,1/02,12.31
2005,15.60,4/20,11.20,9/26,12.96
2006,25.10,12/19,11.25,3/24,16.36
2007,29.60,7/19,15.80,12/21,22.33
2008,24.00,3/05,5.46,11/21,14.18
2009,16.20,6/29,6.03,1/21,11.90
2010,19.15,12/31,10.35,2/06,14.44
2011,22.00,8/01,15.75,10/04,17.65
2012,22.10,10/22,16.10,1/02,18.70
2013,55.30,12/04,17.80,1/02,33.93
2014,63.00,3/05,25.20,6/18,34.58
2015,28.75,4/14,19.15,8/24,24.34
2016,23.90,8/12,19.80,1/12,21.09
2017,23.20,9/19,20.00,7/24,21.22
2018,23.65,4/10,19.35,11/06,20.87
2019,23.50,7/10,19.70,1/04,20.96
