旭品,	3325
Year,最高價,日期,最低價,日期,收盤平均價
2005,51.30,12/30,33.10,10/20,38.75
2006,61.50,01/04,29.80,06/21,41.17
2007,71.00,07/12,33.30,12/26,51.49
2008,37.40,01/04,11.20,12/05,26.11
2009,36.00,12/28,11.90,02/24,26.41
2010,47.45,03/30,31.30,01/27,39.19
2011,62.30,07/29,12.50,11/25,41.19
2012,20.50,02/23,11.50,06/04,16.20
2013,17.65,01/22,12.30,04/09,15.12
2014,36.00,10/17,14.20,01/03,24.70
2015,24.05,03/09,10.00,08/26,18.44
2016,30.00,12/06,13.90,05/13,22.34
2017,27.20,03/15,13.10,12/13,19.39
