華新,	1605
Year,最高價,日期,最低價,日期,收盤平均價
2000,32.20,2/24,11.80,11/21,22.18
2001,17.20,2/02,6.05,10/08,10.85
2002,12.40,4/25,6.60,10/11,8.92
2003,12.60,1/28,7.05,5/02,9.46
2004,19.90,4/13,10.60,1/02,15.92
2005,17.70,1/03,8.73,10/20,12.49
2006,18.60,10/16,10.00,3/22,13.70
2007,19.80,6/26,11.60,12/18,16.53
2008,17.00,4/15,5.11,11/21,11.38
2009,12.20,12/28,5.00,3/03,9.56
2010,19.90,10/11,9.51,2/06,14.45
2011,18.90,1/14,7.80,12/20,13.15
2012,11.60,2/29,7.18,6/04,9.20
2013,10.55,5/22,8.16,6/25,9.12
2014,11.80,7/08,8.80,10/16,10.04
2015,10.20,3/02,6.02,8/25,8.14
2016,13.65,11/29,6.83,1/18,9.67
2017,18.25,12/20,11.55,1/03,14.06
