上奇,	6123
Year,最高價,日期,最低價,日期,收盤平均價
2002,75.00,02/01,12.00,12/31,34.62
2003,14.20,04/22,8.50,09/10,11.10
2004,15.50,04/06,2.54,12/30,7.62
2005,13.85,12/06,2.66,01/18,4.87
2006,23.20,12/28,10.90,03/30,15.24
2007,33.25,07/26,16.60,12/18,25.29
2008,30.05,05/02,10.65,11/25,19.97
2009,25.90,12/31,12.00,02/23,19.63
2010,55.10,12/23,18.05,02/06,35.44
2011,71.60,03/02,28.00,07/13,44.07
2012,47.90,03/03,24.60,11/22,40.57
2013,48.40,06/21,26.70,04/10,37.42
2014,38.80,01/06,25.60,10/16,32.24
2015,32.40,12/18,19.35,06/09,28.24
2016,39.00,07/22,24.00,01/07,33.37
2017,47.80,11/07,30.55,07/14,38.78
