華紙,	1905
Year,最高價,日期,最低價,日期,收盤平均價
2000,39.90,2/21,10.20,11/21,23.26
2001,14.75,1/29,5.80,9/26,9.03
2002,14.85,6/24,6.70,1/02,10.22
2003,21.60,1/23,11.85,5/22,15.86
2004,26.60,3/09,13.25,8/03,17.42
2005,17.00,1/03,10.40,5/12,12.52
2006,19.10,12/05,11.35,3/30,14.46
2007,27.15,10/16,14.25,3/27,18.19
2008,27.00,5/23,7.25,10/28,16.97
2009,16.90,12/07,7.70,2/11,11.74
2010,18.15,10/26,12.60,6/07,15.25
2011,17.15,4/08,8.37,12/19,13.49
2012,12.70,2/29,8.80,6/04,9.94
2013,10.65,2/21,9.01,6/21,9.59
2014,9.75,6/26,8.30,10/16,9.06
2015,11.30,4/29,7.39,8/25,9.43
2016,10.25,4/15,8.53,11/09,9.32
2017,12.85,3/07,9.16,1/04,10.58
2018,12.60,2/26,8.80,10/12,10.49
