台泥,	1101
Year,最高價,日期,最低價,日期,收盤平均價
2000,55.50,2/18,14.30,12/28,26.13
2001,19.90,2/05,7.00,11/30,10.84
2002,13.90,4/23,7.10,10/04,9.99
2003,18.00,11/05,9.85,5/02,13.38
2004,21.80,3/02,13.45,6/18,17.55
2005,24.20,12/29,17.50,4/01,20.02
2006,31.10,12/04,20.85,6/13,25.13
2007,57.80,10/29,24.90,3/05,37.75
2008,60.70,3/24,14.15,10/28,38.48
2009,39.80,8/10,21.90,1/21,32.42
2010,36.40,1/07,24.60,5/07,30.43
2011,49.45,7/22,29.00,9/26,36.80
2012,39.75,12/07,31.60,5/18,35.78
2013,46.95,12/03,33.75,6/25,39.82
2014,49.80,4/16,41.35,2/05,45.68
2015,45.40,4/24,26.90,12/14,37.82
2016,38.30,12/12,25.45,1/26,33.00
2017,38.90,3/02,33.35,11/10,35.14
