越峰,	8121
Year,最高價,日期,最低價,日期,收盤平均價
2005,24.00,12/30,14.40,08/31,16.74
2006,50.50,05/16,20.20,01/23,33.37
2007,64.70,07/25,26.70,12/21,44.99
2008,34.30,04/23,8.52,12/24,22.66
2009,48.65,12/23,8.22,01/21,30.75
2010,123.50,12/31,32.50,02/08,74.51
2011,173.00,03/10,34.10,12/09,94.31
2012,73.40,02/23,30.15,11/21,50.91
2013,48.80,09/05,32.70,11/21,40.48
2014,59.50,04/23,26.35,10/28,48.76
2015,38.20,03/23,8.77,08/25,21.09
2016,17.40,03/10,9.93,05/16,13.83
2017,32.50,10/13,8.85,08/14,20.44
