黑松,	1234
Year,最高價,日期,最低價,日期,收盤平均價
2000,36.50,3/21,12.80,12/27,20.02
2001,17.20,2/20,10.00,10/08,12.86
2002,14.10,4/25,9.55,10/09,11.03
2003,12.30,1/16,9.10,5/02,10.30
2004,15.20,3/08,9.35,8/18,11.02
2005,11.55,1/03,8.10,10/20,9.61
2006,18.60,12/12,8.45,3/17,12.41
2007,19.85,7/19,10.75,12/18,15.00
2008,20.25,4/18,8.30,10/28,13.58
2009,19.55,11/17,9.08,3/04,15.07
2010,29.20,3/19,17.80,2/05,23.84
2011,38.85,8/03,21.95,3/17,27.78
2012,51.00,9/25,24.70,1/02,36.43
2013,42.00,1/08,29.60,8/27,36.74
2014,39.90,11/24,31.00,4/28,33.94
2015,38.80,5/12,30.80,9/18,35.07
2016,36.80,3/02,30.35,5/23,33.04
2017,34.50,3/27,30.75,9/08,32.31
2018,32.15,6/08,27.50,10/31,30.68
2019,33.55,5/21,29.60,1/02,31.80
