華祺,	5015
Year,最高價,日期,最低價,日期,收盤平均價
2000,14.25,12/16,11.25,12/27,12.59
2001,37.20,06/13,11.95,01/15,19.76
2002,23.80,06/03,16.50,09/05,19.12
2003,27.60,05/27,19.40,01/02,23.11
2004,27.20,03/05,20.60,07/20,23.02
2005,22.70,03/23,14.80,12/15,20.11
2006,20.85,12/27,12.65,08/01,15.61
2007,43.55,06/12,19.55,01/15,33.42
2008,35.40,03/31,11.50,12/05,22.86
2009,19.15,06/03,11.50,01/21,15.74
2010,19.30,04/15,14.15,12/01,16.78
2011,20.85,08/01,13.60,03/15,16.68
2012,19.20,03/19,11.15,12/14,16.62
2013,17.30,08/20,11.40,02/18,14.75
2014,27.20,09/09,15.55,01/07,22.48
2015,29.60,03/24,12.45,08/25,23.69
2016,26.50,08/12,16.10,01/06,23.42
2017,32.90,11/23,23.20,01/03,27.82
