台揚,	2314
Year,最高價,日期,最低價,日期,收盤平均價
2000,175.00,4/11,44.80,12/30,96.47
2001,81.50,2/16,21.40,10/05,44.27
2002,41.70,1/29,13.15,12/20,25.55
2003,18.40,2/06,9.00,5/22,12.98
2004,23.70,3/05,11.30,8/18,15.42
2005,15.70,3/28,7.08,10/27,11.97
2006,16.15,12/27,8.70,2/24,12.65
2007,32.00,10/24,13.35,3/05,20.41
2008,21.95,4/23,8.19,11/20,15.51
2009,18.20,5/19,10.00,3/03,14.23
2010,22.45,3/19,14.90,5/26,18.72
2011,19.25,1/04,4.60,12/19,11.87
2012,15.40,12/24,6.99,1/02,11.14
2013,21.90,9/03,12.75,2/26,17.85
2014,20.55,1/09,12.20,12/01,16.93
2015,15.40,1/05,6.60,8/25,10.81
2016,29.00,9/30,9.20,3/24,14.98
2017,41.90,9/12,24.40,1/24,32.83
2018,33.90,1/11,15.15,10/30,24.52
