健和興,	3003
Year,最高價,日期,最低價,日期,收盤平均價
2002,48.00,6/03,30.50,10/07,37.95
2003,46.10,7/16,29.00,3/11,36.52
2004,39.90,2/10,26.40,7/22,30.90
2005,29.95,4/01,15.90,10/24,22.88
2006,47.40,12/27,16.90,1/23,24.09
2007,46.60,1/02,23.10,12/19,35.44
2008,26.85,1/02,10.55,12/31,19.60
2009,31.50,12/28,10.50,1/20,16.97
2010,41.25,4/22,25.50,2/06,32.30
2011,35.15,1/14,16.75,11/28,25.26
2012,28.20,9/12,19.80,11/22,24.10
2013,36.80,12/27,19.90,4/09,24.61
2014,60.20,4/10,31.70,10/28,42.62
2015,46.50,4/29,24.50,8/25,37.23
2016,46.00,4/06,31.90,11/09,37.03
2017,85.30,10/24,38.00,1/03,54.75
2018,67.20,1/05,36.10,10/12,49.95
2019,53.60,10/31,37.60,8/06,44.10
