康那香,	9919
Year,最高價,日期,最低價,日期,收盤平均價
2000,26.40,1/17,8.45,11/20,16.75
2001,15.10,3/22,9.65,2/01,11.23
2002,18.20,5/10,10.35,10/09,13.10
2003,18.30,5/07,12.05,3/11,14.23
2004,20.70,3/18,14.00,12/20,16.51
2005,17.30,10/24,12.10,7/21,13.57
2006,17.55,12/04,12.90,1/25,14.20
2007,26.10,6/29,15.10,3/19,19.51
2008,23.30,5/19,10.25,10/28,16.01
2009,25.80,9/02,12.25,2/02,18.72
2010,23.90,8/19,18.00,6/07,20.75
2011,21.80,3/17,13.50,12/19,17.57
2012,17.65,3/05,12.05,6/04,13.67
2013,17.80,11/05,13.15,2/06,14.95
2014,18.30,1/22,12.90,12/01,14.60
2015,18.05,6/03,8.52,8/25,12.53
2016,12.70,3/09,10.10,5/16,10.95
2017,13.05,12/27,10.70,8/16,11.24
2018,13.30,2/27,9.98,10/30,11.66
2019,12.30,2/26,9.99,12/23,10.63
