欣天然,	9918
Year,最高價,日期,最低價,日期,收盤平均價
2000,30.60,2/22,12.40,11/29,18.70
2001,15.00,4/26,11.00,7/25,12.96
2002,14.10,6/13,11.70,2/27,12.60
2003,16.00,10/16,12.50,1/15,14.33
2004,19.10,3/08,15.20,5/20,16.93
2005,20.80,6/27,17.00,4/21,18.35
2006,21.90,5/10,18.00,9/05,19.00
2007,28.00,7/27,18.90,1/02,22.19
2008,31.80,5/22,19.05,10/27,23.42
2009,27.80,10/15,20.20,2/02,24.52
2010,30.80,7/29,24.85,11/19,27.55
2011,30.50,12/08,26.10,3/15,27.78
2012,32.60,9/28,26.55,6/11,29.26
2013,34.85,11/21,30.15,7/15,32.70
2014,38.90,9/09,31.25,10/27,33.67
2015,37.40,4/29,28.20,8/24,32.35
2016,34.20,4/13,29.95,1/27,31.50
2017,33.50,3/10,30.80,1/18,31.91
