昱泉,	6169
Year,最高價,日期,最低價,日期,收盤平均價
2002,52.00,03/27,12.40,10/14,27.25
2003,19.00,01/13,10.00,10/22,13.24
2004,16.60,04/15,10.00,07/26,13.03
2005,15.60,06/16,8.80,11/28,10.95
2006,21.50,12/06,9.00,01/04,15.03
2007,44.15,07/26,18.85,03/05,24.85
2008,38.45,12/25,7.46,10/13,15.94
2009,168.50,05/26,24.60,01/17,96.49
2010,195.00,01/25,51.60,10/19,133.41
2011,76.50,01/10,26.30,12/19,55.69
2012,43.60,02/21,16.20,11/07,30.96
2013,36.35,01/03,22.40,12/17,28.42
2014,36.80,03/27,20.10,10/27,28.56
2015,33.10,12/22,9.90,08/25,23.32
2016,40.75,03/08,23.00,01/15,32.82
2017,66.80,09/05,24.30,04/17,43.91
