迅德,	6292
Year,最高價,日期,最低價,日期,收盤平均價
2003,44.90,11/26,38.60,12/30,41.01
2004,43.20,02/03,14.45,12/22,25.98
2005,17.75,03/07,11.55,09/23,13.56
2006,23.00,12/20,11.40,03/21,15.01
2007,33.30,08/10,19.60,12/20,26.17
2008,23.15,04/08,9.87,12/05,17.19
2009,26.40,12/21,8.71,03/02,18.00
2010,41.50,04/30,23.30,02/05,32.56
2011,37.85,05/09,20.85,11/25,33.19
2012,28.95,03/05,21.00,06/04,24.64
2013,35.30,12/25,22.25,01/08,29.39
2014,39.45,03/21,27.30,10/13,34.26
2015,37.45,03/19,24.10,08/24,32.95
2016,30.60,03/07,25.10,01/07,28.15
2017,38.45,03/14,28.85,01/04,34.46
